Frequency,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density
ramanShift,DM201,DM202,DM203,DM204,DM205,DM206,DM207,DM208,DM209,DM210,DM211,Ctrl01,Ctrl02,Ctrl03,Ctrl04,Ctrl05,Ctrl06,Ctrl07,Ctrl08,Ctrl09
150,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
151,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
152,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
153,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
154,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
155,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
156,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
157,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
158,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
159,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
160,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
161,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
162,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
163,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
164,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
165,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
166,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
167,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
168,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
169,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
170,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
171,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
172,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
173,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
174,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
175,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
176,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
177,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
178,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
179,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
180,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
181,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
182,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
183,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
184,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
185,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
186,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
187,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
188,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
189,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
190,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
191,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
192,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
193,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
194,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
195,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
196,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
197,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
198,181.8,246.2,164.6,293.8,265.5,132.4,299.6666667,136.1666667,213.6,158.8,194.4,207.2,239.2,405.1666667,76.6,258.8,96,266.2,568.1428571,230
199,197.2675507,262.442041,179.9790405,310.196933,283.7280426,149.1509857,323.4359512,157.3727773,228.8683991,173.8471191,210.75268,221.7160461,257.7654877,421.3939565,99.96728975,274.665863,110.0070984,281.247113,583.8538121,248.3478979
200,251.3946808,319.2793884,233.7964295,367.5763367,347.5151901,207.7693482,406.6141459,231.5814031,282.2986084,226.5029816,267.9772,272.5134521,322.7335266,478.1796824,181.7387451,330.1868225,159.0235138,333.9029785,638.8327375,312.5544968
201,305.5218079,376.1167542,287.6138184,424.9557434,411.3023453,266.3877106,489.792338,305.7900391,335.7288269,279.158844,325.20174,323.3108826,387.7015747,534.9654134,263.510199,385.7077759,208.0399261,386.558844,693.8116498,376.761083
202,322.4169861,394.63396,303.817865,443.6884277,430.590416,278.081134,517.132487,329.1495768,355.7393677,294.4187378,346.82956,339.0535889,410.050061,554.965093,289.5973511,394.2480591,224.4518219,407.8643982,714.4611685,397.2403463
203,323.579187,396.958374,304.1277832,446.0903198,431.0746613,269.9456696,520.8773804,331.0220286,361.6278931,293.8763794,353.41541,339.9833496,414.3889709,559.4202169,292.1542114,382.9358826,227.0861633,415.9223816,720.604296,399.2419332
204,324.3830567,398.2548645,304.4471619,448.0868164,431.6532746,263.3753601,523.6164602,332.2893829,365.6587036,293.0415771,358.22849,340.6396545,417.7472595,562.6730855,294.1170349,373.9809448,228.8623688,422.2359985,725.2791182,400.3082988
205,322.5999634,392.130304,304.8347961,447.1565064,432.9130631,268.1044586,519.094101,329.1883392,356.2780395,290.0955871,350.24329,339.3217041,414.026001,557.2462616,291.7912536,382.0436585,224.4433777,415.9563782,719.3539124,394.6230571
206,320.8168579,386.0057312,305.2224243,446.2261841,434.1728668,272.833551,514.5717367,326.0872854,346.8973816,287.1495911,342.25811,338.0037598,410.3047424,551.8194122,289.4654663,390.1063782,220.0243836,409.6767639,713.4286935,388.9378052
207,319.3274353,383.5362793,304.9796509,447.5654846,434.6449127,276.3030914,513.8661448,327.8893687,344.5756531,288.7424744,341.79468,338.9553039,410.7858337,551.3300171,288.5681397,394.7247803,219.3871674,409.5322937,713.9269801,390.0464478
208,318.0862915,384.1568542,304.2039368,450.8234985,434.4509812,278.7078156,516.3872172,333.8365377,348.2215271,294.1724915,347.69013,341.8254639,414.8195617,555.0146739,288.8784241,396.4313537,221.9470306,414.5744568,719.855678,396.8986206
209,316.8451416,384.7774292,303.4282104,454.0815064,434.2570572,281.1125366,518.9082947,339.7837016,351.8674011,299.6025086,353.58558,344.6956116,418.8532898,558.6993103,289.1887207,398.1379334,224.506897,419.6166138,725.7843671,403.7507833
210,315.9024597,385.1739746,303.3999939,448.5904236,435.2784195,281.2747894,515.5719198,334.2034403,349.9805542,296.8082215,352.5285,341.733429,415.5594544,558.708664,288.4520569,398.5739685,223.0293152,413.2180969,723.0616499,399.0137177
211,314.9710571,385.5620605,303.4,442.7691284,436.3456574,281.3524109,512.0144653,328.1880951,347.8848816,293.7035339,351.209,338.551123,411.9890686,558.5792999,287.6758911,398.9620606,221.399353,406.3877686,720.0123901,393.8392334
212,314.4600891,387.2121887,304.6018677,441.0028015,437.6384888,283.8037293,510.6345774,324.950704,346.6901428,292.2206604,350.3399,337.8619568,409.4093872,559.9772847,286.538971,401.2732178,220.6704193,402.7408386,720.1388071,391.593099
213,314.6154236,390.8623535,307.7083862,445.6625793,439.2888336,290.0167725,512.7055817,326.1156413,346.9231262,293.3079285,350.18458,341.1238098,408.3997803,563.7957204,284.8304016,406.6319519,221.3693878,404.1387756,725.2978647,393.9877217
214,314.7707459,394.5125183,310.8148987,450.3223572,440.9391632,296.2298035,514.7765961,327.2805938,347.1561157,294.3952148,350.02925,344.3856507,407.3901612,567.6141408,283.121814,411.9906982,222.0683502,405.5367066,730.4569005,396.3823242
215,315.5568665,391.100293,306.7326294,450.3169861,439.2789841,294.2463684,514.9038595,328.0256043,346.3169922,294.4738525,349.18005,342.4770996,406.9477112,564.8643341,283.8091614,411.2970459,220.244751,403.9708923,727.5991603,396.4654083
216,316.4893799,386.0492249,300.982196,449.2290588,436.8505936,290.3609436,514.580068,328.673172,345.2290588,294.3184387,348.16985,339.3687622,406.6368774,560.5903626,285.0524963,409.1989075,217.8357849,401.7173462,722.8811558,396.0121104
217,318.6060486,384.0685608,296.8960144,449.1955261,435.5550232,284.9209198,516.1217295,329.9375305,345.7690552,295.0695252,349.04656,338.4060486,407.2140259,558.813385,286.6660278,404.8804077,216.647522,402.0535706,720.4221758,397.5783997
218,324.5153686,391.9217468,298.1400818,452.5389648,437.8876496,274.5018372,523.6379649,333.177297,351.5228638,298.7239807,355.96669,344.3153748,410.6352173,565.0337169,289.4651733,393.450531,219.3689209,410.6842895,725.1984995,405.6130066
219,330.4246948,399.7749267,299.3841492,455.8823975,440.2202682,264.0827667,531.1542206,336.4170481,357.2766846,302.3784302,362.88682,350.224707,414.0564026,571.254069,292.264331,382.0206482,222.0903259,419.3150208,729.9748448,413.6476135
220,331.0015686,402.8143494,300.8876709,457.9322937,440.3525848,263.5522553,534.400411,339.2696228,361.0645813,301.1656921,364.47488,352.6661499,416.8056091,575.0166372,295.0127869,379.9609985,222.3266785,422.925116,735.2709918,413.7868042
221,328.9009583,403.4367554,302.5214722,459.3326965,439.3800736,267.9868561,535.5025737,341.9277903,363.8653747,297.5090821,363.38569,353.3663391,419.2174072,577.5451355,297.735791,382.606189,221.3152802,424.0143128,740.8281381,409.9616292
222,326.9704101,404.0221924,304.0739807,460.6739868,438.7127075,271.9926025,536.2348938,344.1175486,365.9117126,294.2591858,362.28163,354.0961731,421.2150452,579.7963308,299.8522827,385.1775635,220.6589417,424.9556091,745.8254307,406.6726329
223,326.659021,404.2557312,304.8524353,461.4524414,440.9507675,271.9147553,533.4454244,341.847051,360.7738953,294.8819519,361.03609,355.1081726,419.2688965,579.4071096,296.1935303,387.0458557,223.3835419,424.4885437,745.4918039,408.489034
224,326.347644,404.48927,305.6309021,462.230896,443.1888275,271.836911,530.6559499,339.5765483,355.6360779,295.504718,359.79057,356.120166,417.3227539,579.0178884,292.5347839,388.9141541,226.1081421,424.0214539,745.15819,410.3054352
225,325.9542419,404.6409546,304.4025757,461.5350464,444.0452042,273.1516693,530.5279948,338.3293406,353.8553467,295.3494446,359.93727,355.330249,416.6047974,577.1949463,291.4963135,391.7250976,224.9014618,421.6700989,744.356345,410.5522665
226,325.4868896,404.7188538,301.364801,459.5098755,443.6557465,275.7220856,532.7998301,338.0047862,355.1016174,294.4926392,361.33932,352.9156189,416.9942505,574.0792898,292.8204712,395.3860108,220.1500794,417.6197388,743.1323374,409.3839111
227,325.0195495,404.7967407,298.3270386,457.4846924,443.2662811,278.2925171,535.0716604,337.6802419,356.3478821,293.6358337,362.74137,350.5009827,417.3837158,570.9636231,294.1446289,399.0469055,215.3986939,413.5693787,741.9083252,408.2155152
228,321.564801,404.2772644,302.1579407,455.9811157,444.1834717,275.7115906,530.3125916,336.7954203,356.4746765,294.8695312,362.65065,350.1759643,414.0394897,572.2024333,295.170813,394.2712463,219.0832611,412.8772522,746.2844892,408.5400645
229,317.9796814,403.7316834,306.2886169,454.5002991,445.157692,272.9058441,525.2466532,335.8861542,356.5526184,296.1944641,362.49477,349.9421509,410.5322937,573.6312765,296.1840027,389.1273743,223.1359985,412.3316894,750.9050599,408.9297384
230,315.1580078,399.7315124,305.9569214,451.6129028,442.9222031,273.4010986,521.962855,333.702891,354.7351807,295.5631714,359.03723,345.8869507,405.526355,572.7421824,293.804071,390.1270508,223.0932007,410.1657532,751.6616734,407.1540883
231,313.5203735,390.3735229,298.7044861,446.5439941,435.7087708,279.0158752,521.442983,329.5437876,349.9782166,291.8979614,350.45907,335.9051025,398.1959289,568.2581533,286.1617126,400.6547791,216.6985809,405.4867676,746.4256679,402.0202128
232,311.8827209,381.0155579,291.4520508,441.4750916,428.4953232,284.6306702,520.9230855,325.3846893,345.2212341,288.2327637,341.88093,325.9232544,390.8655212,563.774114,278.5193665,411.1825012,210.3039612,400.8077759,741.189658,396.8863118
233,309.3404602,380.0455811,290.2645569,442.1493897,427.9762802,282.3720917,517.3902435,325.0970561,342.0113465,284.8885498,338.33414,327.3633484,389.4063232,562.623408,276.489862,410.5467895,206.2948791,397.9341431,737.9339556,392.8258972
234,306.6094482,380.8258728,290.3425781,444.0220886,428.8541031,278.470639,513.2286784,325.6172486,339.1242737,281.6113403,335.83721,331.1867737,389.1722351,562.1682332,275.6315369,407.5816894,202.7835724,395.4372131,735.0914786,388.9894663
235,305.1157104,382.4726807,291.7821045,445.2762268,428.9069367,274.6717224,510.5620422,325.6733907,337.1237671,278.8286865,333.89686,334.0206238,388.133606,561.7473908,274.566803,404.6986328,200.3856567,393.5587403,733.2209995,386.0463359
236,307.0675903,386.5325745,297.0131226,444.807782,426.6622772,271.1583496,512.0584819,324.4371999,337.5922241,277.4233429,333.50649,334.0987061,384.8544678,561.4220683,272.9272217,402.0440796,201.0883301,393.402594,734.0575388,385.5908915
237,309.0194519,390.5924621,302.2441345,444.3393311,424.4176254,267.644986,513.5549113,323.2010142,338.0606689,276.0179962,333.11611,334.1767761,381.5753174,561.0967611,271.2876587,399.3895386,201.7910034,393.2464416,734.8940473,385.1354675
238,307.294812,386.7505432,297.652832,440.6324463,423.75,267.1488556,513.0852407,321.7356211,337.2669495,274.1180969,330.96924,330.1933716,379.9413696,558.6216431,270.2511414,397.008313,200.7376373,392.1571838,733.8491254,383.6735992
239,304.0137451,379.5634216,288.9032898,435.5545959,423.7499924,267.9300598,511.7832286,320.1732076,335.9388977,272.0088318,328.07877,324.4905456,379.0039307,555.2363892,269.4699463,394.7428223,198.9408539,390.6728821,732.0077123,381.7856903
240,300.9995972,373.2441223,281.1773254,431.4338135,422.6644745,268.4441315,510.5831655,318.7498322,334.0874511,270.0552612,325.31053,319.5888611,377.7880615,551.6560313,268.5327942,392.933606,196.7987824,389.0993957,730.4444886,380.0182139
241,299.5925903,372.1497925,279.6139893,433.0753113,415.0431976,267.3497925,509.9969228,318.1635793,329.0847656,269.039093,323.27819,319.5106995,374.8958801,546.900884,266.6567871,393.8716064,192.5777802,386.9888855,730.5561436,378.9759979
242,298.1855957,371.0554566,278.0506531,434.7168152,407.4219437,266.2554627,509.41067,317.5773315,324.0820984,268.0229248,321.24586,319.4325317,372.003717,542.1457418,264.7807861,394.8096008,188.3567719,384.8783936,730.6678074,377.9337718
243,297.9196289,371.284906,277.628302,437.5003906,407.2179642,263.4712951,508.3295492,316.9147797,323.1871826,268.6502045,322.18077,319.4913269,372.261145,544.2380931,266.1917175,390.6339172,188.5177582,388.1551392,731.0730678,378.299057
244,298.4671204,372.4581055,278.0193665,441.0981873,412.3017884,259.4824432,506.8956502,316.1978251,325.2207153,270.4491028,325.23107,319.6477539,374.7639587,551.2120666,269.9459351,382.8126404,191.8026947,395.2724976,731.6875873,379.6677857
245,298.912323,373.5812134,278.3478149,444.4538696,417.2317352,255.6,505.4547679,315.4425914,327.2167053,272.1248505,328.17704,319.7624207,377.0935364,557.9425964,273.497699,375.2605347,194.9164917,402.0977112,732.264849,380.9286703
246,295.6254516,372.8768799,276.391333,438.9757568,416.5469666,255.6,503.7591604,313.2904714,327.8427673,269.3075226,327.31619,318.3537659,373.1023315,555.7904663,269.663031,377.5300537,191.786145,398.2630188,731.4822475,378.254837
247,292.3385803,372.1725586,274.4348694,433.4976318,415.8622131,255.6,502.0635478,311.1383565,328.4688354,266.4902069,326.45534,316.9450989,369.1111267,553.6383515,265.8283478,379.7995544,188.6557892,394.4283386,730.6996547,375.5809835
248,293.3664246,369.5868652,274.3221374,431.0426331,413.701828,255.0098266,501.105189,309.1085968,327.4352295,264.741803,325.85245,314.6507934,367.1475403,550.3790792,263.9844299,380.3729431,186.557373,389.8179993,727.8881443,374.0437164
249,299.2392883,364.8885681,276.2797607,431.9822876,409.8844681,253.7569519,500.9746857,307.2162323,324.5379517,264.1936645,325.53925,311.3619934,367.4607605,545.8765513,264.3759552,379.0417603,185.6177155,384.3366699,722.7983268,373.7826996
250,305.112146,360.1902832,278.237384,432.9219482,406.0671005,252.5040711,500.8441722,305.3238627,321.6406738,263.6455322,325.22602,308.0731934,367.7739746,541.3740235,264.7674683,377.7105835,184.6780579,378.8553284,717.708531,373.5216878
251,302.2952515,362.5300171,276.8913025,432.5689453,405.3907852,249.9573547,502.8089905,303.1909994,321.2563171,264.8931671,323.26026,310.4581604,366.7942078,542.9756775,261.8544586,376.2349915,186.6115845,381.4892212,720.7752119,373.320399
252,298.6911133,365.5073486,275.245935,432.0988403,404.9990311,247.2934265,504.9636383,301.0363515,321.0996155,266.3034821,321.14479,313.3571411,365.6972961,545.1303253,258.6420715,374.7463257,188.8054108,384.8583069,724.580815,373.1245219
253,293.1726074,366.0290771,271.658075,429.6293701,404.3215866,246.3711456,503.2154338,298.9526393,318.829364,265.8576386,317.458,312.8008728,362.5151977,543.5249023,255.8574158,373.7143188,188.172171,384.2295899,724.6947195,370.5485128
254,284.3137451,362.2660156,264.6807373,423.6711914,403.1456299,248.4878662,494.6570841,296.9927165,312.8711914,262.1729736,311.02944,306.2155273,355.6946533,535.3585409,253.8190918,373.479126,182.6059815,376.6250733,718.3669608,363.8194377
255,275.4548889,358.5029602,257.7034088,417.713031,401.9696731,250.6045837,486.0987549,295.0327937,306.913031,258.4883148,304.60089,299.6301819,348.874115,527.1921895,251.780777,373.243927,177.039798,369.020575,712.0392107,357.0903676
256,275.9050507,358.6930481,259.7170502,416.9827332,403.4244766,247.8743164,486.2010498,296.6335093,307.8412659,256.332843,304.54821,301.3343078,348.3654785,529.8661448,250.8896881,371.732843,176.3827332,369.2585266,710.3559396,357.4812266
257,278.4936737,359.7912537,263.7960968,417.4533997,405.4835968,244.030603,488.2928619,299.0521724,310.3514404,254.5286468,305.96019,304.9426941,349.3067932,535.0303039,250.262143,369.9286499,176.8533966,371.298053,709.7396109,359.5076803
258,280.8965088,359.1311767,266.6965607,418.5861328,406.017334,241.2620636,490.1608887,300.5919749,311.9310608,253.4896301,306.64831,306.8966186,350.2482544,538.4023285,250.1310059,368.5586243,177.5930695,372.1586792,708.5616412,360.7414042
259,282.780249,353.5584229,266.3041138,421.5687256,402.2890854,241.4975342,491.4036357,299.6762746,310.9106995,254.5884796,305.31399,304.2279846,351.1901245,536.7671458,251.3868347,368.4016419,179.0843659,369.7255127,705.8145228,359.7602895
260,284.6639862,347.985675,265.9116638,424.5513245,398.5608444,241.7329956,492.6463928,298.760554,309.890332,255.6873322,303.97968,301.5593445,352.1319946,535.1319529,252.6426636,368.2446716,180.5756622,367.2923401,703.0673872,358.7791647
261,283.4581451,349.6589478,265.3504883,423.5457703,399.2558975,245.3960785,491.2206828,298.4531759,308.307666,257.1237762,304.83615,301.9237793,349.365802,533.1214701,252.999997,372.1893982,180.7752441,365.8695435,702.6469247,360.7943726
262,281.0235473,354.2139954,264.7222046,420.9541016,401.7101212,250.4223511,488.7337392,298.3877309,306.5013367,258.6944794,306.56393,303.4944763,345.1248901,530.9617462,253.0000031,377.7654175,180.4611023,364.8485901,703.1518032,364.0012411
263,279.5837585,357.9601929,264.7572357,418.9592163,403.3851471,253.1405823,486.9983571,298.3775533,305.4908935,259.6550415,308.10615,305.0122864,342.0643616,529.5204671,252.5887085,380.7813721,180.226532,364.9287231,704.3201033,366.456604
264,283.0413666,357.7244507,268.0576599,419.9021851,401.2241516,244.4965942,488.9628957,298.6394959,308.3984192,257.6119293,308.7348,306.2695862,344.8147217,531.6159821,250.1526764,371.1944031,180.3837006,370.4294373,708.7543465,365.2123922
265,286.4989563,357.4887024,271.3580933,420.845166,399.0631562,235.8526123,490.9274496,298.9014384,311.3059448,255.5687988,309.36345,307.5268921,347.5650818,533.7114868,247.7166443,361.6074402,180.54086,375.9301575,713.1885812,363.9681753
266,285.5440979,355.4383484,269.2651855,421.003833,400.6407623,236.8175537,489.2146098,299.6130168,312.4490417,254.6528748,307.68738,307.2643738,346.5893066,532.9470215,247.8789062,363.1983887,179.3739685,377.6567078,711.2841274,362.1922353
267,281.9272156,352.2932251,263.9184906,420.6893249,404.4738846,243.5795563,485.2831879,300.5958659,312.5276733,254.4169922,304.6209,306.084967,343.3655579,530.4571381,249.608728,371.5329407,177.4082672,377.1063171,705.5555376,360.0954946
268,278.8142273,349.5638184,259.2646393,420.6016296,407.7243423,249.2392242,481.7716827,301.5735067,312.7008118,254.4394318,302.37337,305.044104,340.7087402,528.6812439,251.3638214,378.7526367,175.6378052,376.7008118,700.4252276,358.4187063
